"","行政區","主治科別","count"
"226","臺南市六甲區","放射診斷科",0
"227","臺南市六甲區","整形外科",0
"228","臺南市六甲區","核子醫學科",0
"229","臺南市六甲區","泌尿科",0
"230","臺南市六甲區","牙科",3
"231","臺南市六甲區","牙科一般科",3
"232","臺南市六甲區","痔科",0
"233","臺南市六甲區","皮膚科",0
"234","臺南市六甲區","眼科",0
"235","臺南市六甲區","神經外科",0
"236","臺南市六甲區","神經科",0
"237","臺南市六甲區","精神科",0
"238","臺南市六甲區","耳鼻喉科",1
"239","臺南市六甲區","職業醫學科",0
"240","臺南市六甲區","臨床病理科",0
"241","臺南市六甲區","西醫一般科",7
"242","臺南市六甲區","解剖病理科",0
"243","臺南市六甲區","針灸科",0
"244","臺南市六甲區","骨科",0
"245","臺南市六甲區","麻醉科",0
"246","臺南市六甲區","齒顎矯正科",0
"247","臺南市北區","中醫",41
"248","臺南市北區","中醫一般科",40
"249","臺南市北區","中醫兒科",4
"250","臺南市北區","中醫內科",5
"251","臺南市北區","中醫外科",4
"252","臺南市北區","中醫婦科",5
"253","臺南市北區","中醫眼科",4
"254","臺南市北區","傷科",5
"255","臺南市北區","兒科",19
"256","臺南市北區","內科",22
"257","臺南市北區","其他",0
"258","臺南市北區","口腔病理科",0
"259","臺南市北區","口腔顏面外科",0
"260","臺南市北區","外科",16
"261","臺南市北區","婦產科",9
"262","臺南市北區","家庭醫學科",12
"263","臺南市北區","復健科",6
"264","臺南市北區","急診學學科",1
"265","臺南市北區","放射線核醫科.停發.",0
"266","臺南市北區","放射腫瘤科",1
"267","臺南市北區","放射診斷科",1
"268","臺南市北區","整形外科",1
"269","臺南市北區","核子醫學科",1
"270","臺南市北區","泌尿科",3
"271","臺南市北區","牙科",61
"272","臺南市北區","牙科一般科",61
"273","臺南市北區","痔科",4
"274","臺南市北區","皮膚科",7
"275","臺南市北區","眼科",8
"276","臺南市北區","神經外科",2
"277","臺南市北區","神經科",3
"278","臺南市北區","精神科",7
"279","臺南市北區","耳鼻喉科",15
"280","臺南市北區","職業醫學科",1
"281","臺南市北區","臨床病理科",1
"282","臺南市北區","西醫一般科",19
"283","臺南市北區","解剖病理科",1
"284","臺南市北區","針灸科",4
"285","臺南市北區","骨科",5
"286","臺南市北區","麻醉科",2
"287","臺南市北區","齒顎矯正科",0
"288","臺南市北門區","中醫",0
"289","臺南市北門區","中醫一般科",0
"290","臺南市北門區","中醫兒科",0
"291","臺南市北門區","中醫內科",0
"292","臺南市北門區","中醫外科",0
"293","臺南市北門區","中醫婦科",0
"294","臺南市北門區","中醫眼科",0
"295","臺南市北門區","傷科",0
"296","臺南市北門區","兒科",0
"297","臺南市北門區","內科",0
"298","臺南市北門區","其他",0
"299","臺南市北門區","口腔病理科",0
"300","臺南市北門區","口腔顏面外科",0
"301","臺南市北門區","外科",0
"302","臺南市北門區","婦產科",0
"303","臺南市北門區","家庭醫學科",0
"304","臺南市北門區","復健科",0
"305","臺南市北門區","急診學學科",0
"306","臺南市北門區","放射線核醫科.停發.",0
"307","臺南市北門區","放射腫瘤科",0
"308","臺南市北門區","放射診斷科",0
"309","臺南市北門區","整形外科",0
"310","臺南市北門區","核子醫學科",0
"311","臺南市北門區","泌尿科",0
"312","臺南市北門區","牙科",1
"313","臺南市北門區","牙科一般科",1
"314","臺南市北門區","痔科",0
"315","臺南市北門區","皮膚科",0
"316","臺南市北門區","眼科",0
"317","臺南市北門區","神經外科",0
"318","臺南市北門區","神經科",0
"319","臺南市北門區","精神科",0
"320","臺南市北門區","耳鼻喉科",0
"321","臺南市北門區","職業醫學科",0
"322","臺南市北門區","臨床病理科",0
"323","臺南市北門區","西醫一般科",2
"324","臺南市北門區","解剖病理科",0
"325","臺南市北門區","針灸科",0
"326","臺南市北門區","骨科",0
"327","臺南市北門區","麻醉科",0
"328","臺南市北門區","齒顎矯正科",0
"329","臺南市南化區","中醫",1
"330","臺南市南化區","中醫一般科",1
"331","臺南市南化區","中醫兒科",0
"332","臺南市南化區","中醫內科",0
"333","臺南市南化區","中醫外科",0
"334","臺南市南化區","中醫婦科",0
"335","臺南市南化區","中醫眼科",0
"336","臺南市南化區","傷科",0
"337","臺南市南化區","兒科",0
"338","臺南市南化區","內科",0
"339","臺南市南化區","其他",0
"340","臺南市南化區","口腔病理科",0
"341","臺南市南化區","口腔顏面外科",0
"342","臺南市南化區","外科",0
"343","臺南市南化區","婦產科",0
"344","臺南市南化區","家庭醫學科",0
"345","臺南市南化區","復健科",0
"346","臺南市南化區","急診學學科",0
"347","臺南市南化區","放射線核醫科.停發.",0
"348","臺南市南化區","放射腫瘤科",0
"349","臺南市南化區","放射診斷科",0
"350","臺南市南化區","整形外科",0
"351","臺南市南化區","核子醫學科",0
"352","臺南市南化區","泌尿科",0
"353","臺南市南化區","牙科",0
"354","臺南市南化區","牙科一般科",0
"355","臺南市南化區","痔科",0
"356","臺南市南化區","皮膚科",0
"357","臺南市南化區","眼科",0
"358","臺南市南化區","神經外科",0
"359","臺南市南化區","神經科",0
"360","臺南市南化區","精神科",0
"361","臺南市南化區","耳鼻喉科",0
"362","臺南市南化區","職業醫學科",0
"363","臺南市南化區","臨床病理科",0
"364","臺南市南化區","西醫一般科",2
"365","臺南市南化區","解剖病理科",0
"366","臺南市南化區","針灸科",0
"367","臺南市南化區","骨科",0
"368","臺南市南化區","麻醉科",0
"369","臺南市南化區","齒顎矯正科",0
"370","臺南市南區","中醫",30
"371","臺南市南區","中醫一般科",29
"372","臺南市南區","中醫兒科",1
"373","臺南市南區","中醫內科",2
"374","臺南市南區","中醫外科",1
"375","臺南市南區","中醫婦科",1
"376","臺南市南區","中醫眼科",2
"377","臺南市南區","傷科",1
"378","臺南市南區","兒科",9
"379","臺南市南區","內科",17
"380","臺南市南區","其他",0
"381","臺南市南區","口腔病理科",0
"382","臺南市南區","口腔顏面外科",0
"383","臺南市南區","外科",6
"384","臺南市南區","婦產科",1
"385","臺南市南區","家庭醫學科",16
"386","臺南市南區","復健科",3
"387","臺南市南區","急診學學科",0
"388","臺南市南區","放射線核醫科.停發.",0
"389","臺南市南區","放射腫瘤科",0
"390","臺南市南區","放射診斷科",0
"391","臺南市南區","整形外科",2
"392","臺南市南區","核子醫學科",0
"393","臺南市南區","泌尿科",0
"394","臺南市南區","牙科",39
"395","臺南市南區","牙科一般科",39
"396","臺南市南區","痔科",1
"397","臺南市南區","皮膚科",3
"398","臺南市南區","眼科",3
"399","臺南市南區","神經外科",1
"400","臺南市南區","神經科",5
"401","臺南市南區","精神科",3
"402","臺南市南區","耳鼻喉科",11
"403","臺南市南區","職業醫學科",0
"404","臺南市南區","臨床病理科",0
"405","臺南市南區","西醫一般科",14
"406","臺南市南區","解剖病理科",0
"407","臺南市南區","針灸科",1
"408","臺南市南區","骨科",3
"409","臺南市南區","麻醉科",0
"410","臺南市南區","齒顎矯正科",0
"411","臺南市善化區","中醫",9
"412","臺南市善化區","中醫一般科",9
"413","臺南市善化區","中醫兒科",0
"414","臺南市善化區","中醫內科",0
"415","臺南市善化區","中醫外科",0
"416","臺南市善化區","中醫婦科",0
"417","臺南市善化區","中醫眼科",0
"418","臺南市善化區","傷科",0
"419","臺南市善化區","兒科",3
"420","臺南市善化區","內科",5
"421","臺南市善化區","其他",0
"422","臺南市善化區","口腔病理科",0
"423","臺南市善化區","口腔顏面外科",0
"424","臺南市善化區","外科",1
"425","臺南市善化區","婦產科",2
"426","臺南市善化區","家庭醫學科",9
"427","臺南市善化區","復健科",0
"428","臺南市善化區","急診學學科",0
"429","臺南市善化區","放射線核醫科.停發.",0
"430","臺南市善化區","放射腫瘤科",0
"431","臺南市善化區","放射診斷科",0
"432","臺南市善化區","整形外科",0
"433","臺南市善化區","核子醫學科",0
"434","臺南市善化區","泌尿科",0
"435","臺南市善化區","牙科",10
"436","臺南市善化區","牙科一般科",10
"437","臺南市善化區","痔科",0
"438","臺南市善化區","皮膚科",1
"439","臺南市善化區","眼科",2
"440","臺南市善化區","神經外科",0
"441","臺南市善化區","神經科",0
"442","臺南市善化區","精神科",1
"443","臺南市善化區","耳鼻喉科",3
"444","臺南市善化區","職業醫學科",0
"445","臺南市善化區","臨床病理科",0
"446","臺南市善化區","西醫一般科",5
"447","臺南市善化區","解剖病理科",0
"448","臺南市善化區","針灸科",0
"449","臺南市善化區","骨科",2
"450","臺南市善化區","麻醉科",0
"451","臺南市善化區","齒顎矯正科",0
"452","臺南市大內區","中醫",0
"453","臺南市大內區","中醫一般科",0
"454","臺南市大內區","中醫兒科",0
"455","臺南市大內區","中醫內科",0
"456","臺南市大內區","中醫外科",0
"457","臺南市大內區","中醫婦科",0
"458","臺南市大內區","中醫眼科",0
"459","臺南市大內區","傷科",0
"460","臺南市大內區","兒科",0
"461","臺南市大內區","內科",0
"462","臺南市大內區","其他",0
"463","臺南市大內區","口腔病理科",0
"464","臺南市大內區","口腔顏面外科",0
"465","臺南市大內區","外科",0
"466","臺南市大內區","婦產科",0
"467","臺南市大內區","家庭醫學科",2
"468","臺南市大內區","復健科",0
"469","臺南市大內區","急診學學科",0
"470","臺南市大內區","放射線核醫科.停發.",0
"471","臺南市大內區","放射腫瘤科",0
"472","臺南市大內區","放射診斷科",0
"473","臺南市大內區","整形外科",0
"474","臺南市大內區","核子醫學科",0
"475","臺南市大內區","泌尿科",0
"476","臺南市大內區","牙科",1
"477","臺南市大內區","牙科一般科",1
"478","臺南市大內區","痔科",0
"479","臺南市大內區","皮膚科",0
"480","臺南市大內區","眼科",0
"481","臺南市大內區","神經外科",0
"482","臺南市大內區","神經科",0
"483","臺南市大內區","精神科",0
"484","臺南市大內區","耳鼻喉科",0
"485","臺南市大內區","職業醫學科",0
"486","臺南市大內區","臨床病理科",0
"487","臺南市大內區","西醫一般科",1
"488","臺南市大內區","解剖病理科",0
"489","臺南市大內區","針灸科",0
"490","臺南市大內區","骨科",0
"491","臺南市大內區","麻醉科",0
"492","臺南市大內區","齒顎矯正科",0
"493","臺南市學甲區","中醫",3
"494","臺南市學甲區","中醫一般科",3
"495","臺南市學甲區","中醫兒科",0
"496","臺南市學甲區","中醫內科",0
"497","臺南市學甲區","中醫外科",0
"498","臺南市學甲區","中醫婦科",0
"499","臺南市學甲區","中醫眼科",0
"500","臺南市學甲區","傷科",0
"501","臺南市學甲區","兒科",0
"502","臺南市學甲區","內科",2
"503","臺南市學甲區","其他",0
"504","臺南市學甲區","口腔病理科",0
"505","臺南市學甲區","口腔顏面外科",0
"506","臺南市學甲區","外科",0
"507","臺南市學甲區","婦產科",0
"508","臺南市學甲區","家庭醫學科",3
"509","臺南市學甲區","復健科",0
"510","臺南市學甲區","急診學學科",0
"511","臺南市學甲區","放射線核醫科.停發.",0
"512","臺南市學甲區","放射腫瘤科",0
"513","臺南市學甲區","放射診斷科",0
"514","臺南市學甲區","整形外科",0
"515","臺南市學甲區","核子醫學科",0
"516","臺南市學甲區","泌尿科",0
"517","臺南市學甲區","牙科",4
"518","臺南市學甲區","牙科一般科",4
"519","臺南市學甲區","痔科",0
"520","臺南市學甲區","皮膚科",0
"521","臺南市學甲區","眼科",0
"522","臺南市學甲區","神經外科",0
"523","臺南市學甲區","神經科",0
"524","臺南市學甲區","精神科",0
"525","臺南市學甲區","耳鼻喉科",0
"526","臺南市學甲區","職業醫學科",0
"527","臺南市學甲區","臨床病理科",0
"528","臺南市學甲區","西醫一般科",5
"529","臺南市學甲區","解剖病理科",0
"530","臺南市學甲區","針灸科",0
"531","臺南市學甲區","骨科",0
"532","臺南市學甲區","麻醉科",0
"533","臺南市學甲區","齒顎矯正科",0
"534","臺南市安南區","中醫",26
"535","臺南市安南區","中醫一般科",24
"536","臺南市安南區","中醫兒科",0
"537","臺南市安南區","中醫內科",2
"538","臺南市安南區","中醫外科",0
"539","臺南市安南區","中醫婦科",1
"540","臺南市安南區","中醫眼科",0
"541","臺南市安南區","傷科",0
"542","臺南市安南區","兒科",10
"543","臺南市安南區","內科",14
"544","臺南市安南區","其他",0
"545","臺南市安南區","口腔病理科",0
"546","臺南市安南區","口腔顏面外科",0
"547","臺南市安南區","外科",5
"548","臺南市安南區","婦產科",6
"549","臺南市安南區","家庭醫學科",17
"550","臺南市安南區","復健科",4
"551","臺南市安南區","急診學學科",1
"552","臺南市安南區","放射線核醫科.停發.",0
"553","臺南市安南區","放射腫瘤科",1
"554","臺南市安南區","放射診斷科",1
"555","臺南市安南區","整形外科",1
"556","臺南市安南區","核子醫學科",1
"557","臺南市安南區","泌尿科",1
"558","臺南市安南區","牙科",28
"559","臺南市安南區","牙科一般科",28
"560","臺南市安南區","痔科",0
"561","臺南市安南區","皮膚科",3
"562","臺南市安南區","眼科",7
"563","臺南市安南區","神經外科",1
"564","臺南市安南區","神經科",2
"565","臺南市安南區","精神科",3
"566","臺南市安南區","耳鼻喉科",10
"567","臺南市安南區","職業醫學科",1
"568","臺南市安南區","臨床病理科",0
"569","臺南市安南區","西醫一般科",18
"570","臺南市安南區","解剖病理科",1
"571","臺南市安南區","針灸科",0
"572","臺南市安南區","骨科",5
"573","臺南市安南區","麻醉科",1
"574","臺南市安南區","齒顎矯正科",0
"575","臺南市安定區","中醫",0
"576","臺南市安定區","中醫一般科",0
"577","臺南市安定區","中醫兒科",0
"578","臺南市安定區","中醫內科",0
"579","臺南市安定區","中醫外科",0
"580","臺南市安定區","中醫婦科",0
"581","臺南市安定區","中醫眼科",0
"582","臺南市安定區","傷科",0
"583","臺南市安定區","兒科",0
"584","臺南市安定區","內科",0
"585","臺南市安定區","其他",0
"586","臺南市安定區","口腔病理科",0
"587","臺南市安定區","口腔顏面外科",0
"588","臺南市安定區","外科",0
"589","臺南市安定區","婦產科",1
"590","臺南市安定區","家庭醫學科",2
"591","臺南市安定區","復健科",0
"592","臺南市安定區","急診學學科",0
"593","臺南市安定區","放射線核醫科.停發.",0
"594","臺南市安定區","放射腫瘤科",0
"595","臺南市安定區","放射診斷科",0
"596","臺南市安定區","整形外科",0
"597","臺南市安定區","核子醫學科",0
"598","臺南市安定區","泌尿科",0
"599","臺南市安定區","牙科",1
"600","臺南市安定區","牙科一般科",1
"601","臺南市安定區","痔科",0
"602","臺南市安定區","皮膚科",0
"603","臺南市安定區","眼科",0
"604","臺南市安定區","神經外科",0
"605","臺南市安定區","神經科",0
"606","臺南市安定區","精神科",0
"607","臺南市安定區","耳鼻喉科",0
"608","臺南市安定區","職業醫學科",0
"609","臺南市安定區","臨床病理科",0
"610","臺南市安定區","西醫一般科",4
"611","臺南市安定區","解剖病理科",0
"612","臺南市安定區","針灸科",0
"613","臺南市安定區","骨科",0
"614","臺南市安定區","麻醉科",0
"615","臺南市安定區","齒顎矯正科",0
"616","臺南市安平區","中醫",19
"617","臺南市安平區","中醫一般科",19
"618","臺南市安平區","中醫兒科",1
"619","臺南市安平區","中醫內科",1
"620","臺南市安平區","中醫外科",1
"621","臺南市安平區","中醫婦科",1
"622","臺南市安平區","中醫眼科",1
"623","臺南市安平區","傷科",1
"624","臺南市安平區","兒科",10
"625","臺南市安平區","內科",5
"626","臺南市安平區","其他",0
"627","臺南市安平區","口腔病理科",0
"628","臺南市安平區","口腔顏面外科",0
"629","臺南市安平區","外科",1
"630","臺南市安平區","婦產科",2
"631","臺南市安平區","家庭醫學科",4
"632","臺南市安平區","復健科",1
"633","臺南市安平區","急診學學科",0
"634","臺南市安平區","放射線核醫科.停發.",0
"635","臺南市安平區","放射腫瘤科",0
"636","臺南市安平區","放射診斷科",1
"637","臺南市安平區","整形外科",2
"638","臺南市安平區","核子醫學科",0
"639","臺南市安平區","泌尿科",1
"640","臺南市安平區","牙科",21
"641","臺南市安平區","牙科一般科",21
"642","臺南市安平區","痔科",1
"643","臺南市安平區","皮膚科",1
"644","臺南市安平區","眼科",2
"645","臺南市安平區","神經外科",0
"646","臺南市安平區","神經科",1
"647","臺南市安平區","精神科",1
"648","臺南市安平區","耳鼻喉科",3
"649","臺南市安平區","職業醫學科",0
"650","臺南市安平區","臨床病理科",0
"651","臺南市安平區","西醫一般科",11
"652","臺南市安平區","解剖病理科",0
"653","臺南市安平區","針灸科",1
"654","臺南市安平區","骨科",1
"655","臺南市安平區","麻醉科",1
"656","臺南市安平區","齒顎矯正科",0
"657","臺南市官田區","中醫",1
"658","臺南市官田區","中醫一般科",1
"659","臺南市官田區","中醫兒科",0
"660","臺南市官田區","中醫內科",0
"661","臺南市官田區","中醫外科",0
"662","臺南市官田區","中醫婦科",0
"663","臺南市官田區","中醫眼科",0
"664","臺南市官田區","傷科",0
"665","臺南市官田區","兒科",0
"666","臺南市官田區","內科",0
"667","臺南市官田區","其他",0
"668","臺南市官田區","口腔病理科",0
"669","臺南市官田區","口腔顏面外科",0
"670","臺南市官田區","外科",1
"671","臺南市官田區","婦產科",0
"672","臺南市官田區","家庭醫學科",0
"673","臺南市官田區","復健科",0
"674","臺南市官田區","急診學學科",0
"675","臺南市官田區","放射線核醫科.停發.",0
"676","臺南市官田區","放射腫瘤科",0
"677","臺南市官田區","放射診斷科",0
"678","臺南市官田區","整形外科",0
"679","臺南市官田區","核子醫學科",0
"680","臺南市官田區","泌尿科",0
"681","臺南市官田區","牙科",3
"682","臺南市官田區","牙科一般科",3
"683","臺南市官田區","痔科",0
"684","臺南市官田區","皮膚科",0
"685","臺南市官田區","眼科",0
"686","臺南市官田區","神經外科",0
"687","臺南市官田區","神經科",0
"688","臺南市官田區","精神科",0
"689","臺南市官田區","耳鼻喉科",0
"690","臺南市官田區","職業醫學科",0
"691","臺南市官田區","臨床病理科",0
"692","臺南市官田區","西醫一般科",4
"693","臺南市官田區","解剖病理科",0
"694","臺南市官田區","針灸科",0
"695","臺南市官田區","骨科",0
"696","臺南市官田區","麻醉科",0
"697","臺南市官田區","齒顎矯正科",0
"698","臺南市將軍區","中醫",1
"699","臺南市將軍區","中醫一般科",1
"700","臺南市將軍區","中醫兒科",0
"701","臺南市將軍區","中醫內科",0
"702","臺南市將軍區","中醫外科",0
"703","臺南市將軍區","中醫婦科",0
"704","臺南市將軍區","中醫眼科",0
"705","臺南市將軍區","傷科",0
"706","臺南市將軍區","兒科",0
"707","臺南市將軍區","內科",0
"708","臺南市將軍區","其他",0
"709","臺南市將軍區","口腔病理科",0
"710","臺南市將軍區","口腔顏面外科",0
"711","臺南市將軍區","外科",0
"712","臺南市將軍區","婦產科",0
"713","臺南市將軍區","家庭醫學科",0
"714","臺南市將軍區","復健科",0
"715","臺南市將軍區","急診學學科",0
"716","臺南市將軍區","放射線核醫科.停發.",0
"717","臺南市將軍區","放射腫瘤科",0
"718","臺南市將軍區","放射診斷科",0
"719","臺南市將軍區","整形外科",0
"720","臺南市將軍區","核子醫學科",0
"721","臺南市將軍區","泌尿科",0
"722","臺南市將軍區","牙科",1
"723","臺南市將軍區","牙科一般科",1
"724","臺南市將軍區","痔科",0
"725","臺南市將軍區","皮膚科",0
"726","臺南市將軍區","眼科",0
"727","臺南市將軍區","神經外科",0
"728","臺南市將軍區","神經科",0
"729","臺南市將軍區","精神科",0
"730","臺南市將軍區","耳鼻喉科",0
